outlet,phase,source,target,polarity,raw_verb,quote,doc_id
dawn,post,Pakistan,Saudi_Arabia,positive,thanked,especially thank the visionary leadership of the Kingdom of Saudi Arabia,2182_0
dawn,post,Pakistan,Turkey,positive,thanked,especially thank the visionary leadership of the Kingdom of Saudi Arabia and the Republic of Turkiye for their immense contributions,2182_0
dawn,post,Iran,US,positive,said,Iran’s Deputy Foreign Minister Kazem Gharibabadi said in televised comments that the deal put an “immediate end” to the countries’ war,2182_0
dawn,post,Israel,US,negative,denounced,"Israel’s far-right national security minister, Itamar Ben Gvir, denounced the deal between the US and Iran",2182_0
dawn,post,Israel,Iran,negative,denounced,"Israel’s far-right national security minister, Itamar Ben Gvir, denounced the deal between the US and Iran",2182_0
dawn,post,US,Iran,positive,ordered,he had ordered the end of the US blockade of Iranian ports,2182_0
dawn,post,Iran,US,positive,reported,Iran’s Mehr news agency reported that the US will release $12 billion in frozen assets to Iran,2182_0
dawn,post,US,Iran,positive,release,the US will release $12 billion in frozen assets to Iran,2182_0
dawn,post,UN,US,positive,congratulated,congratulated the US and Iran for having reached a peace deal,2183_0
dawn,post,UN,Iran,positive,congratulated,congratulated the US and Iran for having reached a peace deal,2183_0
dawn,post,UN,Pakistan,positive,appreciation,"My deep appreciation goes to Pakistan, Qatar, Egypt, Saudi Arabia, Turkiye, and other regional countries, for the constructive role played in supporting the negotiations",2183_0
dawn,post,UN,Qatar,positive,appreciation,"My deep appreciation goes to Pakistan, Qatar, Egypt, Saudi Arabia, Turkiye, and other regional countries, for the constructive role played in supporting the negotiations",2183_0
dawn,post,UN,Egypt,positive,appreciation,"My deep appreciation goes to Pakistan, Qatar, Egypt, Saudi Arabia, Turkiye, and other regional countries, for the constructive role played in supporting the negotiations",2183_0
dawn,post,UN,Saudi_Arabia,positive,appreciation,"My deep appreciation goes to Pakistan, Qatar, Egypt, Saudi Arabia, Turkiye, and other regional countries, for the constructive role played in supporting the negotiations",2183_0
dawn,post,UN,Turkey,positive,appreciation,"My deep appreciation goes to Pakistan, Qatar, Egypt, Saudi Arabia, Turkiye, and other regional countries, for the constructive role played in supporting the negotiations",2183_0
dawn,post,Turkey,Pakistan,positive,thanked,He specifically thanked Pakistan for its exceptional mediation efforts,2183_0
dawn,post,Turkey,Qatar,positive,appreciated,also appreciated the support provided by Qatar and Saudi Arabia,2183_0
dawn,post,Turkey,Saudi_Arabia,positive,appreciated,also appreciated the support provided by Qatar and Saudi Arabia,2183_0
dawn,post,Qatar,Pakistan,positive,extended thanks,"Qatar’s Ministry of Foreign Affairs, in its statement, extended thanks to “our brothers in the Islamic Republic of Pakistan”",2183_0
dawn,post,France,Pakistan,positive,contributed,"French President Emmanuel Macron, in a statement, said that the agreement was the result of a diplomatic effort to which several partners have contributed",2183_0
dawn,post,France,Qatar,positive,contributed,"French President Emmanuel Macron, in a statement, said that the agreement was the result of a diplomatic effort to which several partners have contributed",2183_0
dawn,post,France,Saudi_Arabia,positive,contributed,"French President Emmanuel Macron, in a statement, said that the agreement was the result of a diplomatic effort to which several partners have contributed",2183_0
dawn,post,Germany,US,positive,congratulated,German Chancellor Friedrich Merz also welcomed the US-Iran deal and congratulated US President Donald Trump and the Iranian side on this diplomatic breakthrough,2183_0
dawn,post,Germany,Iran,positive,congratulated,German Chancellor Friedrich Merz also welcomed the US-Iran deal and congratulated US President Donald Trump and the Iranian side on this diplomatic breakthrough,2183_0
dawn,post,UK,US,positive,congratulated,"He specifically congratulated President Trump and the mediators from Pakistan, Qatar and elsewhere who have contributed to this breakthrough",2183_0
dawn,post,UK,Pakistan,positive,congratulated,"He specifically congratulated President Trump and the mediators from Pakistan, Qatar and elsewhere who have contributed to this breakthrough",2183_0
dawn,post,UK,Qatar,positive,congratulated,"He specifically congratulated President Trump and the mediators from Pakistan, Qatar and elsewhere who have contributed to this breakthrough",2183_0
dawn,post,UK,Pakistan,positive,thanked,"UK High Commissioner Jane Marriott also thanked Pakistan for its “consistent, patient and impressive role” in bringing peace",2183_0
dawn,post,Kuwait,Pakistan,positive,commended,A statement issued by Kuwait’s foreign ministry also commended Pakistan and Qatar’s efforts for peace,2183_0
dawn,post,Kuwait,Qatar,positive,commended,A statement issued by Kuwait’s foreign ministry also commended Pakistan and Qatar’s efforts for peace,2183_0
dawn,post,EU,Iran,positive,called,"European Union’s foreign policy chief Kaja Kallas called the deal “a major breakthrough,” adding that it could allow for “deeper negotiations on Iran’s nuclear programme and other critical issues”",2183_0
dawn,post,China,Pakistan,positive,praising,"China called for the immediate reopening of the Strait of Hormuz, while praising Pakistan’s role in mediating the negotiations",2183_0
dawn,post,Saudi_Arabia,US,positive,welcomed,"Saudi Arabia welcomed the US-Iran agreement, while urging both parties to begin detailed negotiations within 60 days to reach a permanent agreement",2183_0
dawn,post,Saudi_Arabia,Iran,positive,welcomed,"Saudi Arabia welcomed the US-Iran agreement, while urging both parties to begin detailed negotiations within 60 days to reach a permanent agreement",2183_0
dawn,post,Saudi_Arabia,Pakistan,positive,praised,"In a statement, the Saudi foreign ministry also praised mediation efforts by Pakistan and Qatar",2183_0
dawn,post,Saudi_Arabia,Qatar,positive,praised,"In a statement, the Saudi foreign ministry also praised mediation efforts by Pakistan and Qatar",2183_0
guardian,pre,Iran,Saudi_Arabia,positive,holding out the hand of friendship,"holding out the hand of friendship to states such as Saudi Arabia, Egypt and Qatar",2204_0
guardian,pre,Iran,Egypt,positive,holding out the hand of friendship,"holding out the hand of friendship to states such as Saudi Arabia, Egypt and Qatar",2204_0
guardian,pre,Iran,Qatar,positive,holding out the hand of friendship,"holding out the hand of friendship to states such as Saudi Arabia, Egypt and Qatar",2204_0
guardian,pre,Oman,Israel,negative,said,"Israel, not Iran, is the prime resource of insecurity in the region",2204_0
guardian,pre,Iran,US,positive,expresses its commitment to diplomacy,firmly expresses its commitment to diplomacy,2190_0
guardian,pre,Iran,UK,negative,not see any reason to negotiate,"Tehran did “not see any reason to negotiate” with European powers, given that they had triggered the snapback mechanism",2190_0
guardian,pre,Iran,Germany,negative,not see any reason to negotiate,"Tehran did “not see any reason to negotiate” with European powers, given that they had triggered the snapback mechanism",2190_0
guardian,pre,Iran,France,negative,not see any reason to negotiate,"Tehran did “not see any reason to negotiate” with European powers, given that they had triggered the snapback mechanism",2190_0
guardian,pre,US,Iran,negative,prepared to strike,the US was prepared to strike “immediately”,2221_0
guardian,pre,US,Iran,negative,eradicate,we’re going to have no choice but very quickly eradicate that buildup,2221_0
guardian,pre,Israel,US,positive,revealed,Netanyahu revealed that Trump would be the first non-Israeli to receive the Israel prize,2221_0
guardian,pre,Israel,US,positive,inform,his phone for Israel’s education minister to inform Trump that he was being given the award,2221_0
guardian,pre,Israel,US,positive,being given the award,"inform Trump that he was being given the award for, among other things, his decision to move the US embassy to Jerusalem",2221_0
guardian,pre,Israel,US,positive,joked,"“You forgot the B-2s,” Netanyahu joked, in reference to the US bombers that attacked Iran’s suspected nuclear sites this year",2221_0
guardian,pre,US,Iran,negative,knock them down,"we’re going to have to knock them down – we’ll knock them down, we’ll knock the hell out of them.",2220_0
guardian,pre,US,Iran,positive,make a deal,"I heard Iran wants to make a deal. If they want to make a deal, that’s much smarter.",2220_0
guardian,pre,Israel,US,positive,said,Netanyahu said: “We’ve never had a friend like President Trump in the White House. It’s not even close.”,2220_0
guardian,pre,US,Israel,positive,said,Trump said Netanyahu had done a “phenomenal job” and “Israel wouldn’t exist without him”.,2220_0
guardian,pre,US,Israel,positive,spoken to,"He also claimed he had spoken to the Israeli president, Isaac Herzog, who told him that a pardon for Netanyahu in his long-running corruption trial was “on its way”.",2220_0
guardian,pre,Iran,US,negative,full-scale war,"The Iranian president, Masoud Pezeshkian, said on Saturday that his country was in a full-scale war with the US, Israel and Europe.",2220_0
guardian,pre,Iran,Israel,negative,full-scale war,"The Iranian president, Masoud Pezeshkian, said on Saturday that his country was in a full-scale war with the US, Israel and Europe.",2220_0
guardian,pre,Iran,EU,negative,full-scale war,"The Iranian president, Masoud Pezeshkian, said on Saturday that his country was in a full-scale war with the US, Israel and Europe.",2220_0
guardian,pre,Iran,US,positive,called for dialogue,Iran’s government has called for dialogue with protest leaders,2224_0
guardian,pre,Iran,US,positive,wanted dialogue,Iran wanted dialogue with the US,2224_0
guardian,pre,Iran,US,positive,remains open to an agreement,Iran remains open to an agreement that is built on mutual respect and mutual interest,2224_0
guardian,pre,US,Iran,negative,knock them down,"And if they are, we’re going to have to knock them down. We’ll knock them down. We’ll knock the hell out of them.",2224_0
guardian,pre,Israel,Iran,negative,attack on diplomacy,Despite Israel’s attack on diplomacy amid Iran-US nuclear negotiations,2224_0
guardian,pre,UAE,Saudi_Arabia,negative,withdraw,The United Arab Emirates has said it will withdraw its remaining forces in Yemen after tensions with Saudi Arabia escalated,2223_0
guardian,pre,Saudi_Arabia,UAE,negative,bombed,Saudi Arabia bombed what it said was a shipment of weapons for Yemeni separatists that had arrived from the UAE,2223_0
guardian,pre,Saudi_Arabia,UAE,negative,said,Saudi Arabia said the attack on the port city of Mukalla had targeted a weapons shipment from the UAE,2223_0
guardian,pre,UAE,Saudi_Arabia,negative,said,The UAE said that the shipment had not contained any weapons and was meant for UAE forces rather than any Yemeni groups,2223_0
guardian,pre,Saudi_Arabia,UAE,negative,said,Saudi Arabia said was part of a “repositioning strategy”,2223_0
guardian,pre,Saudi_Arabia,UAE,negative,ordered,Al-Alimi ordered all UAE military forces to withdraw from Yemen within 24 hours,2223_0
